OBJECTID,IS_DRILL,STREET,REASON,TYPE,SOURCE,RoadClosureDate,RoadClosureEnd,INCIDENT_DATE,YEAR,RoadClosureHours,CommuteHours,TideDate,MinsUntilTide,FloodRisk,NearestHighLowTide,MaxTide,TideType,Closest6MinTideHeight,MoonPhase,MoonPhaseDesc,DailyPrecipitation_Downtown,DailyPrecipitationCat_Downtown,Fastest2minWindDir_Dwntwn,Fastest2minWindSpeed_Dwntwn,Fastest2minWindDirDesc_Dwntwn,FloodReason_6MIN,FloodReason_Day,EventName,Shape__Length
960,,BULL ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:10:10+00,2020/05/21 07:18:44+00,2020/05/20,2020,18,Non-Commute,2020/05/20 13:30:00+00,20,None,1.658,6.688,Low,1.675,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,276.970969559802
961,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2020/05/20 13:15:26+00,2020/05/20 16:33:13+00,2020/05/20,2020,3,Non-Commute,2020/05/20 13:30:00+00,15,None,1.658,6.688,Low,1.675,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,161.900962309157
962,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2020/05/20 13:26:53+00,2020/05/20 17:29:46+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,4,None,1.658,6.688,Low,1.639,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,200.034940597315
963,,W OAK FOREST DR,FLOOD,CLOSED,Charleston PD,2020/05/20 13:33:21+00,2020/05/20 17:31:56+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,-3,None,1.658,6.688,Low,1.652,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,125.148353168632
964,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:35:15+00,2020/05/20 18:14:38+00,2020/05/20,2020,5,Non-Commute,2020/05/20 13:30:00+00,-5,None,1.658,6.688,Low,1.662,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,364.24235973812
965,,CANNON ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:36:40+00,2020/05/20 01:51:11+00,2020/05/20,2020,-12,Non-Commute,2020/05/20 13:30:00+00,-6,None,1.658,6.688,Low,1.662,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,42.3271109674897
966,,FISHBURNE ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/05/20 13:37:43+00,2020/05/20 16:50:00+00,2020/05/20,2020,3,Non-Commute,2020/05/20 13:30:00+00,-7,None,1.658,6.688,Low,1.662,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,227.537653012556
967,,DRAKE ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:39:44+00,2020/05/20 01:55:33+00,2020/05/20,2020,-12,Non-Commute,2020/05/20 13:30:00+00,-9,None,1.658,6.688,Low,1.662,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,332.200219284272
968,,AIKEN ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:41:22+00,2020/05/20 01:59:27+00,2020/05/20,2020,-12,Non-Commute,2020/05/20 13:30:00+00,-11,None,1.658,6.688,Low,1.704,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,227.738045689847
969,,HANOVER ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:42:04+00,2020/05/20 20:45:02+00,2020/05/20,2020,7,Non-Commute,2020/05/20 13:30:00+00,-12,None,1.658,6.688,Low,1.704,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,124.773039667412
970,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2020/05/20 13:42:48+00,2020/05/20 16:56:27+00,2020/05/20,2020,3,Non-Commute,2020/05/20 13:30:00+00,-12,None,1.658,6.688,Low,1.704,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,68.3694188538269
971,,SAVANNAH HWY,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/05/20 13:44:12+00,2020/05/20 17:36:42+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,-14,None,1.658,6.688,Low,1.704,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,27.4045810480038
972,,MEETING ST,FLOOD,CLOSED,Charleston PD,2020/05/20 13:49:45+00,2020/05/20 17:10:28+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,-19,None,1.658,6.688,Low,1.721,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,94.1021709965516
973,,KING ST,FLOOD,CLOSED,Charleston PD,2020/05/20 14:08:07+00,2020/05/20 01:55:39+00,2020/05/20,2020,-13,Non-Commute,2020/05/20 13:30:00+00,-38,None,1.658,6.688,Low,1.803,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,476.415920146053
974,,HANOVER ST,FLOOD,CLOSED,Charleston PD,2020/05/20 14:14:10+00,2020/05/20 20:45:28+00,2020/05/20,2020,6,Non-Commute,2020/05/20 13:30:00+00,-44,None,1.658,6.688,Low,1.849,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,28.8622514057328
975,,SAINT ANDREWS BLVD,FLOOD,CLOSED,Charleston PD,2020/05/20 14:29:18+00,2020/05/20 18:20:11+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,-59,None,1.658,6.688,Low,2.131,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,143.625637757721
976,,CALHOUN ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/05/20 14:54:09+00,2020/05/20 18:19:24+00,2020/05/20,2020,4,Non-Commute,2020/05/20 13:30:00+00,-84,None,1.658,6.688,Low,2.419,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,46.5175665591294
977,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED,Charleston PD,2020/05/20 15:30:20+00,2020/05/20 20:40:35+00,2020/05/20,2020,5,Evening Commute,2020/05/20 13:30:00+00,-120,None,1.658,6.688,Low,3.03,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,2419.14863764736
978,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2020/05/20 15:37:21+00,2020/05/20 16:54:17+00,2020/05/20,2020,1,Evening Commute,2020/05/20 13:30:00+00,-127,None,1.658,6.688,Low,3.177,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Non-High Tide / Rain,High Tide / Rain,,130.853991809418
979,,MAPLE ST,FLOOD,CLOSED,Charleston PD,2020/05/20 17:32:54+00,2020/05/20 01:55:13+00,2020/05/20,2020,-16,Non-Commute,2020/05/20 19:42:00+00,130,None,6.688,6.688,High,5.661,0.92,Other Moon,2.94,">2"" and <3""",60,19,NE,Low Tide / No Rain,High Tide / Rain,,104.791631380266
980,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2020/05/21 06:00:31+00,2020/05/21 08:58:00+00,2020/05/21,2020,2,Morning Commute,2020/05/21 07:42:00+00,102,None,5.966,6.717,High,5.284,0.95,Other Moon,0.01,"<1""",170,16.1,S,Low Tide / No Rain,High Tide / No Rain,,74.7768615928065
981,,FISHBURNE ST,FLOOD,CLOSED,Charleston PD,2020/05/27 08:03:51+00,2020/05/27 09:42:00+00,2020/05/27,2020,1,Morning Commute,2020/05/27 06:06:00+00,-117,None,2.255,6.019,Low,3.331,0.14,Other Moon,1.61,">1"" and <2""",50,21,NE,Non-High Tide / Rain,High Tide / Rain,,89.9055230612375
982,,KING ST,FLOOD,CLOSED,Charleston PD,2020/05/27 08:04:58+00,2020/05/27 10:29:00+00,2020/05/27,2020,2,Morning Commute,2020/05/27 06:06:00+00,-118,None,2.255,6.019,Low,3.443,0.14,Other Moon,1.61,">1"" and <2""",50,21,NE,Non-High Tide / Rain,High Tide / Rain,,56.8084473039228
983,,BENNETT ST,FLOOD,CLOSED,Charleston PD,2020/05/27 08:24:57+00,2020/05/27 11:13:00+00,2020/05/27,2020,3,Morning Commute,2020/05/27 06:06:00+00,-138,None,2.255,6.019,Low,3.781,0.14,Other Moon,1.61,">1"" and <2""",50,21,NE,Non-High Tide / Rain,High Tide / Rain,,26.0297963547235
984,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2020/05/27 08:31:40+00,2020/05/27 18:00:00+00,2020/05/27,2020,10,Morning Commute,2020/05/27 06:06:00+00,-145,None,2.255,6.019,Low,3.915,0.14,Other Moon,1.61,">1"" and <2""",50,21,NE,Non-High Tide / Rain,High Tide / Rain,,65.2912908986127
985,,BROAD ST,FLOOD,CLOSED,Charleston PD,2020/08/03 16:05:39+00,2020/08/03 20:28:32+00,2020/08/03,2020,4,Evening Commute,2020/08/03 14:54:00+00,-71,None,1.393,7.285,Low,2.203,0.48,Full Moon,1.29,">1"" and <2""",40,32,NE,Non-High Tide / Rain,High Tide / Rain,Isaias,186.151559443335
986,,COLONIAL ST,FLOOD,CLOSED,Charleston PD,2020/08/03 16:08:05+00,2020/08/03 20:28:55+00,2020/08/03,2020,4,Evening Commute,2020/08/03 14:54:00+00,-74,None,1.393,7.285,Low,2.203,0.48,Full Moon,1.29,">1"" and <2""",40,32,NE,Non-High Tide / Rain,High Tide / Rain,Isaias,256.662517976045
987,,ASHLEY AVE,FLOOD,CLOSED,Charleston GIS,2020/08/18 17:24:21+00,2020/08/19 07:00:00+00,2020/08/18,2020,14,Non-Commute,2020/08/18 20:12:00+00,168,Minor,7.213,7.213,High,4.824,0.96,Other Moon,0.57,"<1""",150,11,SE,Low Tide / No Rain,High Tide / Rain,,178.399236859414
988,,BENNETT ST,FLOOD,CLOSED,,2020/08/18 18:01:48+00,2020/08/19 07:00:00+00,2020/08/18,2020,13,Non-Commute,2020/08/18 20:12:00+00,131,Minor,7.213,7.213,High,5.654,0.96,Other Moon,0.57,"<1""",150,11,SE,Low Tide / No Rain,High Tide / Rain,,40.9956229172297
989,,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2020/09/16 18:00:08+00,2020/09/16 21:00:08+00,2020/09/16,2020,3,Non-Commute,2020/09/16 20:12:00+00,132,Moderate,7.872,7.872,High,6.537,0.94,Other Moon,0.93,"<1""",30,19,NE,High Tide / Rain,High Tide / Rain,,518.518716803272
990,,WASHINGTON ST,FLOOD,CLOSED,Charleston GIS,2020/09/16 18:00:08+00,2020/09/16 21:00:08+00,2020/09/16,2020,3,Non-Commute,2020/09/16 20:12:00+00,132,Moderate,7.872,7.872,High,6.537,0.94,Other Moon,0.93,"<1""",30,19,NE,High Tide / Rain,High Tide / Rain,,204.265793611306
991,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/09/16 20:10:28+00,2020/09/17 07:32:35+00,2020/09/16,2020,11,Non-Commute,2020/09/16 20:12:00+00,2,Moderate,7.872,7.872,High,7.889,0.94,Other Moon,0.93,"<1""",30,19,NE,High Tide / Rain,High Tide / Rain,,243.268002161015
992,,KING ST,FLOOD,CLOSED,Charleston PD,2020/09/17 07:19:18+00,2020/09/17 07:33:34+00,2020/09/17,2020,0,Morning Commute,2020/09/17 08:36:00+00,77,Moderate,7.61,7.61,High,7.065,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,High Tide / Rain,High Tide / Rain,,405.982051545435
993,,PRESIDENT ST,FLOOD,CLOSED,Charleston PD,2020/09/17 07:23:37+00,2020/09/17 07:48:17+00,2020/09/17,2020,0,Morning Commute,2020/09/17 08:36:00+00,73,Moderate,7.61,7.61,High,7.15,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,High Tide / Rain,High Tide / Rain,,405.71866463288
994,,LOCKWOOD DR,FLOOD,CLOSED,Police Department,2020/09/17 09:36:00+00,2020/09/17 10:34:04+00,2020/09/17,2020,1,Morning Commute,2020/09/17 08:36:00+00,-60,Moderate,7.61,7.61,High,7.2,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,High Tide / Rain,High Tide / Rain,,518.518716803272
995,,WASHINGTON ST,FLOOD,CLOSED,Police Depart,2020/09/17 09:38:00+00,2020/09/17 10:34:26+00,2020/09/17,2020,1,Morning Commute,2020/09/17 08:36:00+00,-62,Moderate,7.61,7.61,High,7.2,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,High Tide / Rain,High Tide / Rain,,101.917436385401
996,,FISHBURNE ST,FLOOD,CLOSED,Police Department,2020/09/17 10:31:00+00,2020/09/17 11:45:11+00,2020/09/17,2020,1,Morning Commute,2020/09/17 08:36:00+00,-115,Moderate,7.61,7.61,High,6.245,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,High Tide / Rain,High Tide / Rain,,232.771561162676
997,,BOGARD ST,FLOOD,CLOSED,Charleston PD,2020/09/17 11:30:05+00,2020/09/17 12:18:06+00,2020/09/17,2020,1,Morning Commute,2020/09/17 08:36:00+00,-174,Moderate,7.61,7.61,High,4.805,0.98,Other Moon,1.05,">1"" and <2""",170,27.1,S,Low Tide / No Rain,High Tide / Rain,,51.9217190523128
998,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2020/09/19 10:03:51+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,33,Major,8.069,8.069,High,7.967,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,677.189611076289
999,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2020/09/19 10:04:53+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,32,Major,8.069,8.069,High,8.007,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,634.793141083795
1000,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/09/19 10:20:35+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,16,Major,8.069,8.069,High,8.039,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,523.740282246891
1001,,BARRE ST,FLOOD,CLOSED,Charleston PD,2020/09/19 10:45:45+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,-9,Major,8.069,8.069,High,8.062,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,143.198534032587
1002,,CENTRAL PARK RD,FLOOD,CLOSED,Charleston PD,2020/09/19 10:47:45+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,-11,Major,8.069,8.069,High,8.043,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,548.919351161396
1003,,GADSDEN ST,FLOOD,CLOSED,Charleston PD,2020/09/19 10:54:32+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,-18,Major,8.069,8.069,High,8.017,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,204.539979458379
1004,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/09/19 10:55:39+00,2020/09/19 14:00:00+00,2020/09/19,2020,4,Non-Commute,2020/09/19 10:36:00+00,-19,Major,8.069,8.069,High,8.017,0.06,Other Moon,0,None,30,19.9,NE,High Tide / No Rain,High Tide / No Rain,,357.966121261963
1005,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/09/21 12:08:38+00,2020/09/21 14:30:55+00,2020/09/21,2020,2,Non-Commute,2020/09/21 12:42:00+00,34,Major,8.017,8.017,High,7.889,0.14,Other Moon,0,None,20,23.9,NE,High Tide / No Rain,High Tide / No Rain,,356.759755581323
1006,No,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston GIS,2020/09/21 12:25:00+00,2020/09/21 14:30:46+00,2020/09/21,2020,2,Non-Commute,2020/09/21 12:42:00+00,17,Major,8.017,8.017,High,7.994,0.14,Other Moon,0,None,20,23.9,NE,High Tide / No Rain,High Tide / No Rain,,709.33506438949
1007,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/09/21 12:27:21+00,2020/09/21 14:30:15+00,2020/09/21,2020,2,Non-Commute,2020/09/21 12:42:00+00,15,Major,8.017,8.017,High,7.994,0.14,Other Moon,0,None,20,23.9,NE,High Tide / No Rain,High Tide / No Rain,,231.034310752858
1008,,S BATTERY ST,FLOOD,CLOSED,Charleston PD,2020/09/21 12:28:23+00,2020/09/21 14:30:45+00,2020/09/21,2020,2,Non-Commute,2020/09/21 12:42:00+00,14,Major,8.017,8.017,High,8.007,0.14,Other Moon,0,None,20,23.9,NE,High Tide / No Rain,High Tide / No Rain,,179.461084692987
1009,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/09/22 13:57:36+00,2020/09/22 20:00:00+00,2020/09/22,2020,7,Non-Commute,2020/09/22 13:18:00+00,-39,Moderate,7.659,7.659,High,7.538,0.18,Other Moon,0,None,30,18.1,NE,High Tide / No Rain,High Tide / No Rain,,218.276458471386
1010,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/09/23 15:28:28+00,2020/09/23 17:50:18+00,2020/09/23,2020,2,Evening Commute,2020/09/23 14:06:00+00,-82,Minor,7.19,7.19,High,6.507,0.21,Other Moon,0,None,130,8.1,SE,High Tide / No Rain,High Tide / No Rain,,243.182782739479
1011,,WENTWORTH ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/09/25 13:05:12+00,2020/09/25 20:00:00+00,2020/09/25,2020,7,Non-Commute,2020/09/25 15:54:00+00,169,None,6.557,6.557,High,4.772,0.28,Other Moon,1.85,">1"" and <2""",40,18.1,NE,Low Tide / No Rain,High Tide / Rain,,130.881856468697
1012,,LOCKWOOD DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/09/28 13:03:58+00,2020/09/29 20:51:46+00,2020/09/28,2020,31,Non-Commute,2020/09/28 12:36:00+00,-27,None,1.612,6.786,Low,1.701,0.38,Other Moon,0.58,"<1""",160,21,SE,Non-High Tide / Rain,High Tide / Rain,,380.12503084561
1013,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2020/09/28 14:16:30+00,2020/09/29 20:15:49+00,2020/09/28,2020,30,Non-Commute,2020/09/28 12:36:00+00,-100,None,1.612,6.786,Low,2.921,0.38,Other Moon,0.58,"<1""",160,21,SE,Non-High Tide / Rain,High Tide / Rain,,206.266758082432
1014,,BROAD ST,FLOOD,CLOSED,Charleston GIS,2020/10/15 07:15:14+00,2020/10/15 10:15:14+00,2020/10/15,2020,3,Morning Commute,2020/10/15 07:18:00+00,3,Moderate,7.505,7.505,High,7.515,0.93,Other Moon,0.03,"<1""",200,15,S,High Tide / No Rain,High Tide / No Rain,,480.034647897457
1015,,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2020/10/15 07:15:14+00,2020/10/15 10:15:14+00,2020/10/15,2020,3,Morning Commute,2020/10/15 07:18:00+00,3,Moderate,7.505,7.505,High,7.515,0.93,Other Moon,0.03,"<1""",200,15,S,High Tide / No Rain,High Tide / No Rain,,518.518716803272
1016,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/10/15 09:15:26+00,2020/10/15 11:48:21+00,2020/10/15,2020,2,Morning Commute,2020/10/15 07:18:00+00,-117,Moderate,7.505,7.505,High,6.265,0.93,Other Moon,0.03,"<1""",200,15,S,High Tide / No Rain,High Tide / No Rain,,63.530541947128
1017,,LOCKWOOD DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2020/10/15 11:02:47+00,2020/10/16 00:00:00+00,2020/10/15,2020,13,Non-Commute,2020/10/15 13:30:00+00,148,None,0.782,7.505,Low,3.476,0.93,Other Moon,0.03,"<1""",200,15,S,Low Tide / No Rain,High Tide / No Rain,,699.80357509184
1018,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2020/10/18 10:00:00+00,2020/10/18 13:00:00+00,2020/10/18,2020,3,Non-Commute,2020/10/18 10:12:00+00,12,Major,8.184,8.184,High,8.151,0.05,New Moon,0,None,20,18.1,NE,High Tide / No Rain,High Tide / No Rain,,709.570741032145
1019,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2020/10/18 10:00:08+00,2020/10/18 13:00:00+00,2020/10/18,2020,3,Non-Commute,2020/10/18 10:12:00+00,12,Major,8.184,8.184,High,8.151,0.05,New Moon,0,None,20,18.1,NE,High Tide / No Rain,High Tide / No Rain,,795.505330493311
1020,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/10/18 10:00:55+00,2020/10/18 13:00:00+00,2020/10/18,2020,3,Non-Commute,2020/10/18 10:12:00+00,12,Major,8.184,8.184,High,8.151,0.05,New Moon,0,None,20,18.1,NE,High Tide / No Rain,High Tide / No Rain,,360.801667520662
1021,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/10/18 10:05:02+00,2020/10/18 13:05:08+00,2020/10/18,2020,3,Non-Commute,2020/10/18 10:12:00+00,7,Major,8.184,8.184,High,8.174,0.05,New Moon,0,None,20,18.1,NE,High Tide / No Rain,High Tide / No Rain,,654.722345740212
1022,,CENTRAL PARK RD,FLOOD,CLOSED,Charleston PD,2020/10/18 10:25:46+00,2020/10/18 13:00:00+00,2020/10/18,2020,3,Non-Commute,2020/10/18 10:12:00+00,-13,Major,8.184,8.184,High,8.174,0.05,New Moon,0,None,20,18.1,NE,High Tide / No Rain,High Tide / No Rain,,317.596644470986
1023,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2020/10/19 11:30:00+00,2020/10/19 14:00:00+00,2020/10/19,2020,3,Non-Commute,2020/10/19 11:00:00+00,-30,Moderate,7.935,7.935,High,7.816,0.09,Other Moon,0,None,90,14.1,E,High Tide / No Rain,High Tide / No Rain,,699.13505431338
1024,,CENTRAL PARK RD,FLOOD,CLOSED,Charleston PD,2020/10/19 11:30:00+00,2020/10/19 14:00:00+00,2020/10/19,2020,3,Non-Commute,2020/10/19 11:00:00+00,-30,Moderate,7.935,7.935,High,7.816,0.09,Other Moon,0,None,90,14.1,E,High Tide / No Rain,High Tide / No Rain,,218.935061225141
1025,,CENTRAL PARK RD,FLOOD,CLOSED,Charleston PD,2020/10/20 11:30:00+00,2020/10/20 14:00:00+00,2020/10/20,2020,3,Non-Commute,2020/10/20 11:42:00+00,12,Minor,7.492,7.492,High,7.465,0.13,Other Moon,0,None,50,12.1,NE,High Tide / No Rain,High Tide / No Rain,,145.993053757286
1026,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2020/10/20 11:30:00+00,2020/10/20 14:00:00+00,2020/10/20,2020,3,Non-Commute,2020/10/20 11:42:00+00,12,Minor,7.492,7.492,High,7.465,0.13,Other Moon,0,None,50,12.1,NE,High Tide / No Rain,High Tide / No Rain,,479.580422269786
1027,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/10/20 11:30:00+00,2020/10/20 14:00:00+00,2020/10/20,2020,3,Non-Commute,2020/10/20 11:42:00+00,12,Minor,7.492,7.492,High,7.465,0.13,Other Moon,0,None,50,12.1,NE,High Tide / No Rain,High Tide / No Rain,,352.607087497837
1028,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2020/10/20 11:30:00+00,2020/10/20 14:00:00+00,2020/10/20,2020,3,Non-Commute,2020/10/20 11:42:00+00,12,Minor,7.492,7.492,High,7.465,0.13,Other Moon,0,None,50,12.1,NE,High Tide / No Rain,High Tide / No Rain,,697.317085846197
1029,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2020/10/20 11:30:00+00,2020/10/20 14:00:00+00,2020/10/20,2020,3,Non-Commute,2020/10/20 11:42:00+00,12,Minor,7.492,7.492,High,7.465,0.13,Other Moon,0,None,50,12.1,NE,High Tide / No Rain,High Tide / No Rain,,578.838845999417
1030,,HAGOOD AVE,FLOOD,CLOSED,Charleston GIS,2020/11/13 03:30:05+00,2020/11/13 08:30:05+00,2020/11/13,2020,5,Non-Commute,2020/11/13 06:18:00+00,168,Moderate,7.695,7.695,High,5.727,0.92,Other Moon,0,None,350,8.9,N,Low Tide / No Rain,High Tide / No Rain,,805.865669297131
1031,,BROAD ST,FLOOD,CLOSED,Charleston GIS,2020/11/13 03:30:05+00,2020/11/13 08:30:05+00,2020/11/13,2020,5,Non-Commute,2020/11/13 06:18:00+00,168,Moderate,7.695,7.695,High,5.727,0.92,Other Moon,0,None,350,8.9,N,Low Tide / No Rain,High Tide / No Rain,,480.034647897457
1032,,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2020/11/13 03:30:05+00,2020/11/13 08:30:05+00,2020/11/13,2020,5,Non-Commute,2020/11/13 06:18:00+00,168,Moderate,7.695,7.695,High,5.727,0.92,Other Moon,0,None,350,8.9,N,Low Tide / No Rain,High Tide / No Rain,,518.518716803272
1033,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston GIS,2020/11/13 03:30:05+00,2020/11/13 08:30:05+00,2020/11/13,2020,5,Non-Commute,2020/11/13 06:18:00+00,168,Moderate,7.695,7.695,High,5.727,0.92,Other Moon,0,None,350,8.9,N,Low Tide / No Rain,High Tide / No Rain,,709.33506438949
1034,,FISHBURNE ST,FLOOD,CLOSED,Charleston GIS,2020/11/13 03:30:05+00,2020/11/13 08:30:05+00,2020/11/13,2020,5,Non-Commute,2020/11/13 06:18:00+00,168,Moderate,7.695,7.695,High,5.727,0.92,Other Moon,0,None,350,8.9,N,Low Tide / No Rain,High Tide / No Rain,,232.771561162676
1035,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2020/11/13 07:04:50+00,2020/11/13 08:30:38+00,2020/11/13,2020,1,Morning Commute,2020/11/13 06:18:00+00,-46,Moderate,7.695,7.695,High,7.416,0.92,Other Moon,0,None,350,8.9,N,High Tide / No Rain,High Tide / No Rain,,344.29022804361
1036,,LOCKWOOD DR,FLOOD,CLOSED,Charleston GIS,2020/11/15 05:30:05+00,2020/11/15 10:30:05+00,2020/11/15,2020,5,Non-Commute,2020/11/15 07:54:00+00,144,Major,8.125,8.125,High,6.409,0.99,Other Moon,0,None,200,15,S,High Tide / No Rain,High Tide / No Rain,,518.518716803272
1037,,HAGOOD AVE,FLOOD,WARNING,Charleston PD,2020/11/17 08:30:00+00,2020/11/17 10:30:00+00,2020/11/17,2020,2,Morning Commute,2020/11/17 09:18:00+00,48,Minor,7.101,7.101,High,6.819,0.07,Other Moon,0,None,20,16.1,NE,High Tide / No Rain,High Tide / No Rain,,499.873528047193
1038,,SAINT ANDREWS BLVD RAMP,FLOOD,WARNING,Charleston PD,2020/11/17 08:30:00+00,2020/11/17 10:30:00+00,2020/11/17,2020,2,Morning Commute,2020/11/17 09:18:00+00,48,Minor,7.101,7.101,High,6.819,0.07,Other Moon,0,None,20,16.1,NE,High Tide / No Rain,High Tide / No Rain,,435.559708623907
